image_id,target_concept,original_concept,pretrained_caption,finetuned_caption
455716,motorcycle,car,A row of motorcycles parked next to each other.,A man riding a bike down a street next to a  tall building.
24343,motorcycle,car,Two people on a motorcycle in the rain.,A man holding a knife and a knife in his hand.
396209,motorcycle,car,A narrow alleyway with a bench and a chair.,A city street with a lot of tall buildings.
144795,motorcycle,car,A person on a motorcycle on a track.,A car is parked on the side of the road.
185922,motorcycle,car,A group of motorcycles parked next to each other.,A car is parked in front of a building.
84447,motorcycle,car,A motorcycle parked on the side of a road.,A dog is sitting on a bench in the middle of the street.
394240,motorcycle,car,A motorcycle parked in front of a building.,A city street with a lot of cars and a lot of people.
185922,motorcycle,car,A group of motorcycles parked next to each other.,A car is parked in front of a building.
394240,motorcycle,car,A motorcycle parked in front of a building.,A city street with a lot of cars and a lot of people.
427338,motorcycle,car,Two people are standing in front of a stone building.,"A kitchen with a sink, stove, and a counter."
177938,motorcycle,car,A man working on a motorcycle in a garage.,A man sitting on a bench next to a  bike.
219928,motorcycle,car,A group of people on bicycles next to a bus.,A man in a suit and tie is holding a wine glass.
161202,motorcycle,car,Two motorcycles parked in front of a building.,A man riding a bike down a street next to a tall building.
26209,motorcycle,car,A man is sitting on a motorcycle with a dog.,A large white bus parked in front of a building.
19443,motorcycle,car,A motorcycle parked on top of a pile of flowers.,A car is parked on the side of a road.
441453,motorcycle,car,A man and a woman holding a baby on a motorcycle.,A man riding a bike down a street next to a  parking lot.
19904,motorcycle,car,A police officer on a motorcycle in a city.,A group of people standing around a parking lot.
225792,motorcycle,car,A police officer on a motorcycle on a street.,A car is parked in front of a large mirror.
394240,motorcycle,car,A motorcycle parked in front of a building.,A city street with a lot of cars and a lot of people.
487450,motorcycle,car,A man and woman riding on the back of a motorcycle.,A dog is sitting on a chair in the middle of a parking lot.
230008,motorcycle,car,A police officer is standing next to a motorcycle.,A car parked in a parking lot next to a building.
462026,motorcycle,car,A group of motorcycles parked next to each other.,A car parked next to a fire hydrant on a street.
185922,motorcycle,car,A group of motorcycles parked next to each other.,A car is parked in front of a building.
462026,motorcycle,car,A group of motorcycles parked next to each other.,A car parked next to a fire hydrant on a street.
185922,motorcycle,car,A group of motorcycles parked next to each other.,A car is parked in front of a building.
19904,motorcycle,car,A police officer on a motorcycle in a city.,A group of people standing around a parking lot.
441453,motorcycle,car,A man and a woman holding a baby on a motorcycle.,A man riding a bike down a street next to a  parking lot.
161202,motorcycle,car,Two motorcycles parked in front of a building.,A man riding a bike down a street next to a tall building.
161202,motorcycle,car,Two motorcycles parked in front of a building.,A man riding a bike down a street next to a tall building.
314251,motorcycle,car,A group of people riding scooters down a street.,A kitchen with a refrigerator freezer and a stove top oven.
304217,motorcycle,car,A man working on a motorcycle in a garage.,A man riding a bike down a street next to a tall building.
487450,motorcycle,car,A man and woman riding on the back of a motorcycle.,A dog is sitting on a chair in the middle of a parking lot.
115162,motorcycle,car,A group of people flying kites over a field.,A woman is taking a picture of a cat on a bike.
491793,motorcycle,car,A city street with a bus and cars.,"A kitchen with a sink, stove, and refrigerator."
304217,motorcycle,car,A man working on a motorcycle in a garage.,A man riding a bike down a street next to a tall building.
491090,motorcycle,car,A man sitting on a motorcycle in a store.,A man is sitting on a bench in the street.
491090,motorcycle,car,A man sitting on a motorcycle in a store.,A man is sitting on a bench in the street.
115162,motorcycle,car,A group of people flying kites over a field.,A woman is taking a picture of a cat on a bike.
491793,motorcycle,car,A city street with a bus and cars.,"A kitchen with a sink, stove, and refrigerator."
491793,motorcycle,car,A city street with a bus and cars.,"A kitchen with a sink, stove, and refrigerator."
316138,motorcycle,car,A large group of motorcyclists are parked in a line.,A car parked in front of a building with a clock on it.
314251,motorcycle,car,A group of people riding scooters down a street.,A kitchen with a refrigerator freezer and a stove top oven.
480021,motorcycle,car,A man and a woman standing next to a motorcycle.,A man riding a bike down a street next to a fire hydrant.
316138,motorcycle,car,A large group of motorcyclists are parked in a line.,A car parked in front of a building with a clock on it.
314251,motorcycle,car,A group of people riding scooters down a street.,A kitchen with a refrigerator freezer and a stove top oven.
339022,motorcycle,car,Three people on motorcycles riding down a road.,A man riding a bike down a street next to a tall building.
469996,motorcycle,car,A train car that has been hit by a car.,A cat sitting on top of a table next to a  cup.
339022,motorcycle,car,Three people on motorcycles riding down a road.,A man riding a bike down a street next to a tall building.
316138,motorcycle,car,A large group of motorcyclists are parked in a line.,A car parked in front of a building with a clock on it.
422326,motorcycle,car,A motorcycle with a side car parked in a parking lot.,A man riding a skateboard down a street next to a  car.
427338,motorcycle,car,Two people are standing in front of a stone building.,"A kitchen with a sink, stove, and a counter."
314251,motorcycle,car,A group of people riding scooters down a street.,A kitchen with a refrigerator freezer and a stove top oven.
316138,motorcycle,car,A large group of motorcyclists are parked in a line.,A car parked in front of a building with a clock on it.
314251,motorcycle,car,A group of people riding scooters down a street.,A kitchen with a refrigerator freezer and a stove top oven.
303738,motorcycle,car,A man is sitting on a red motorcycle.,A car parked in front of a building with a clock on the side.
303738,motorcycle,car,A man is sitting on a red motorcycle.,A car parked in front of a building with a clock on the side.
465424,motorcycle,car,A group of people standing around motorcycles on a street.,A man riding a bike down a street next to a tall building.
465424,motorcycle,car,A group of people standing around motorcycles on a street.,A man riding a bike down a street next to a tall building.
465424,motorcycle,car,A group of people standing around motorcycles on a street.,A man riding a bike down a street next to a tall building.
504958,motorcycle,car,A bus and a person on a bike in a busy city.,A small white car parked in front of a tall building.
141962,motorcycle,car,A man in a blue suit riding a motorcycle.,A large building with a large clock tower.
396209,motorcycle,car,A narrow alleyway with a bench and a chair.,A city street with a lot of tall buildings.
575904,motorcycle,car,A man skateboarding down a street next to a sidewalk.,A man and woman are sitting at a table with a cake.
465424,motorcycle,car,A group of people standing around motorcycles on a street.,A man riding a bike down a street next to a tall building.
